ETAPA,DIAS_PLAZO,TOTAL_CONTROL_PREVIO,TOTAL_CONTROL_SIMULTANEO,TOTAL_CONTROL_POSTERIOR,obra_ctx_sector,obra_ctx_nivel_gobierno,obra_ctx_objeto_proceso,obra_ctx_metodo_contratacion,obra_ctx_departamento,obra_monto_contractual_sum,obra_n_contratos_ganados,obra_n_participantes_mean,obra_n_participantes_max,obra_ratio_contractual_referencial,obra_sobre_referencial,obra_ratio_oferta_contrato,obra_n_convocatorias_comite,obra_n_procesos_comite,obra_ratio_repeticion_comite,obra_comite_no_estandar,obra_n_contratos,obra_n_procesos,obra_n_contratos_postor_unico,obra_n_contratos_total_part,obra_pct_postor_unico,obra_ratio_participacion,obra_ratio_contrato_participacion,obra_rango_ofertas,obra_cv_ofertas,obra_n_contratos_montos_identicos,obra_n_contratos_con_montos,obra_pct_montos_identicos,obra_ratio_ganador_media,obra_n_postores_igual_ganador,obra_pct_postores_igual_ganador,obra_planificado_mean,obra_real_mean,obra_planificado_max,obra_real_max,obra_brecha_mean,obra_brecha_min,obra_brecha_std,obra_n_registros_ejec,obra_n_anhos,obra_n_meses,obra_desviacion_real_plan,obra_ratio_real_plan,obra_planificado_cero,obra_real_cero,obra_sin_ejecucion,obra_sobreavance,obra_n_alertas_total,obra_n_filas_con_alerta,obra_pct_filas_con_alerta,obra_tiene_ejecutora,obra_tiene_supervisora,obra_paralizada,obra_inactiva,obra_en_ejecucion,obra_finalizada,prob_Bajo Riesgo,prob_Med/Alt Riesgosa,prob_Extrem. Riesgosa,clase_predicha,clase_predicha_label,origen,y_real
ETAPA NO IDENTIFICADA,0.728955357223659,0.9839218018432774,0.9059703841076304,0.0,TRANSPORTE,GOBIERNO NACIONAL,Obra,Licitación Pública,MULTIDEPARTAMENTAL,788100243.8931487,1.0,17.907875266626558,24.22000530047134,0.9102560529174806,0.0,0.6373856704815622,1.0,1.0,1.0,0.0,1.0,1.0,0.05378154003992397,1.0,0.020902293911384137,2.046782690293323,0.021319952433074184,68628510.59046447,0.07546281317197073,0.0,1.0,0.0,0.9449480436789607,103.15264743520656,1.8700882965665684,0.029385777908323956,0.0,0.026904388052594073,0.0,-0.006374178337658551,-0.015459391314125125,0.0028020473545793206,1.0328647813411913,0.0,0.1596177703274701,-0.002435119968113589,0.0,1.0,1.0,0.9919344760317077,0.0,0.0,0.0,0.0,0.0,0.9908191371944944,0.027417606813686782,0.0,0.0023792801889158006,0.9688060618974622,0.1667,0.29,0.5433,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.0,1.0,0.0,ENERGIA Y RECURSOS MINERALES,GOBIERNO NACIONAL,Consultoría de Obra,Convenio,MULTIDEPARTAMENTAL,36174.08,1.0,5.27896711411268,14.927629281572601,0.9977387594158439,0.02080039056971833,0.7020015624523583,1.0,0.9535130060516087,1.0,0.012087422279210577,1.0,1.0,0.983313394510969,1.0,0.9608269385369983,1.0,1.0,2927141.6004138156,0.0,0.9957540734297727,1.0,1.0,0.9954247720402706,0.0,0.06274150976900966,0.007813447764743357,0.03376602623382721,0.03284870639632852,0.03313394246314128,0.013522018951499513,0.004289987003775695,0.0,1.0,0.04630713858808963,0.12801385550618435,0.002196042406135308,0.0,0.985934634540813,0.9602387152631636,0.9784563265970021,0.0,1.0411501334532738,1.1640594305896383,1.0,0.0,1.0,0.0,0.0,0.988575929480412,0.9184067965103035,0.1767,0.1167,0.7067,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,0.0,0.0,0.0,0.006225335908312146,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,GOBIERNO NACIONAL,Obra,Convenio,LIMA,37871852.04674501,1.0,153.09215239147161,231.31489318080202,1.8728893221176643,0.9548284644998264,0.1945864327543124,0.062376792241104144,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.007373276120207109,4.083768896925926,0.04413551731783451,282061.7733500096,0.021195744684623367,0.0341596942639103,1.0,0.011762427443853786,0.9253295091327296,55.91598012461434,1.8231534329786692,0.0,0.0,0.0,0.022010439815295466,-0.013808581776358991,0.00026309601317825465,0.0027716248454573073,1.0,0.0,0.0,-0.0039625254078347995,0.0,0.9586170742971034,1.0,0.9717263565782814,0.011754733377422237,0.0,0.32013936188935627,0.044135543240932724,0.017827832968273755,1.0,0.0,0.0,1.0,0.04307203767940381,0.7233,0.1733,0.1033,0,Bajo Riesgo,sintetico_bootstrap_v1,
SUPERVISIÓN,0.0,0.009824741320516852,0.9343944217344068,0.0,SANEAMIENTO,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,LIMA,35073053.753986046,1.0,236.9770299451786,239.77543707394042,0.9048828273659225,0.0,0.917632047333817,0.9377074738185246,0.9654953222003239,1.0,0.0,1.0,1.0,0.0,1.0,0.05560219726027838,1.1057874470888909,0.17329328910867794,0.0,0.04078218714304968,1.0,1.0,1.0,1.0666672397206582,11.805096478317697,0.8040241269143131,0.0,0.0054710928064249644,0.0,0.0,-0.007941894094733646,-0.002414699176481353,0.0,1.0,0.0,0.0,-0.005791437555719024,0.01562340770349763,1.0,0.9534509251195352,1.0,0.005195618206966079,0.0,0.04603747338062791,0.040747865504962046,0.01417337949489801,0.9963756847315612,0.0,0.0020224136583855273,0.0,0.010318705816783387,0.0933,0.2833,0.6233,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,0.0,0.024351077560063553,0.973345169399339,0.004951677371200796,TRANSPORTE,GOBIERNO REGIONAL,Consultoría de Obra,Contratación Directa,MULTIDEPARTAMENTAL,23063707.598915897,1.0,144.0995958847485,153.32429296064663,0.9748235123342928,0.0,1.2536728976646239,0.0,0.05172735851100273,0.008287620908083531,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9611375528411501,0.0,0.016365545692647452,0.9652982508765665,1.0,0.9787351285773889,1.0057099517840562,12.018999183880396,0.05701405187101829,0.0012737699822600685,0.010828722227919635,0.0,0.0,-0.002841346269763047,-0.002168213886223449,0.0,1.0,0.030425674923392914,0.1093782458538817,-0.010622637082009096,0.0,0.9660301347673182,1.0,0.9878629196150551,0.0,0.7339736463421227,0.9129293347958154,1.0,1.0,0.9834857807469211,0.011136398847942736,0.002818173649291144,0.0,0.9572519138273823,0.11,0.59,0.3,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
EJECUCIÓN,0.0,0.019187360620743298,0.0,0.0,OTROS,GOBIERNO LOCAL,Obra,Licitación Pública,MULTIDEPARTAMENTAL,26260511.710440528,1.0,43.00839691825624,48.65277185671922,0.8912983596698992,0.0,0.573030323799527,0.0,0.06603627321023199,0.025528725300656783,0.026546132097553524,1.0,1.0,0.014238673248733246,1.0,0.0,2.05492039850954,0.02011015135872018,3604492.905219451,0.004383065307685768,0.046244559411935685,1.0,0.011815818455775885,0.9961615958251617,116.7122094185578,1.698150348363411,0.0,0.009316789950781137,0.020467165258654257,0.0,-0.006519088109316624,-0.011013435573423188,0.0051604964895917435,1.0,0.0,0.0,-0.0031447403830287247,0.0,1.0,0.9735373796243098,1.0,0.0,1.250352533047528,1.062702608990557,0.9494095738585339,0.9478376994655014,0.9376428317445991,0.00930605757308477,0.9945758541961248,0.9229170689330232,1.0,0.1033,0.7133,0.1833,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.0,0.019669254546018117,0.004592629299093042,TRABAJO,GOBIERNO NACIONAL,Obra,Procedimiento de Contratación para Proceso Abierto,MULTIDEPARTAMENTAL,36174.08,1.0,114.47204267521698,140.79574522745412,0.985104614786627,0.03799833919998799,0.31105312429863696,1.0,1.0,1.0,0.9660584573875627,1.0,1.0,0.013916452737246676,1.0,0.02254342592423673,2.026278978197289,0.03440998333900616,0.0,0.0,0.0,1.0,0.08604326781876595,0.9400355582457282,17.704762571776946,0.7059289599172107,0.9998311918503201,0.8836704256404359,1.0,0.8890556834586177,-0.10361344284909521,-0.10475166364582718,0.0,1.0,1.0,1.1083811052445005,-0.11390547664570003,0.9019416713237657,0.052386572427490466,0.007522893928412591,0.006244360462899646,0.000859821219098449,0.9009747168856499,0.8475210441675176,0.99229175075982,0.9722824622641796,0.9481966705957662,0.0,0.030806517913500267,1.0,0.9832189206076956,0.2,0.2533,0.5467,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,2.60979162738706,0.009757781208677882,1.0,0.0,TRABAJO,GOBIERNO NACIONAL,Obra,Regímen Especial,MULTIDEPARTAMENTAL,36174.08,1.0,34.81956938395638,151.04414107440974,0.9899982691787326,0.051849512821790913,0.1743827138270591,0.9919784793250872,0.9877342331431406,1.0,0.9980296724687722,1.0,1.0,0.06220712874667204,1.0,0.0,4.036614746107892,0.08400986876046887,0.0,0.05644961018421246,1.0,1.0,1.0,0.9603409121082933,58.22348481262408,2.8022535261527675,0.9011830077714977,0.5040731656781714,0.8730639026826111,0.5110531740270746,-0.40462044772245176,-0.41042324078865106,0.028000777320119904,1.8787563366634215,1.0,1.8037180537838906,-0.3887865252433357,0.6201122331643971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9346472861620183,0.1233,0.71,0.1667,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,10.964576064823275,0.019143979010625277,1.0,0.021796335396874356,SALUD,GOBIERNO REGIONAL,Consultoría de Obra,Procedimiento Especial de Contratación,TUMBES,20310625.770910475,1.0,72.1492706808432,82.74708432958784,0.9986665814367199,0.005910869998075836,1.1707249631113656,0.9335422357940694,1.0,1.0,0.986223270743797,1.0,1.0,0.0,1.0,0.0,1.076082435502445,0.04212586712208224,3416403.2483755206,0.011815021530396819,0.032842236062729444,1.0,0.0,0.9712085124476384,8.504402643216476,0.22538823496575972,0.0,0.0,0.0,0.022776526838433737,0.012187065405625919,0.024321952850401455,0.0008112384218926334,1.0,0.008620765202283012,0.4643066400651769,0.011504470939631908,0.03704710226148338,0.9957428290860052,0.9328048702870666,0.9348039857928357,0.0,0.12069238893575646,0.4191575911755767,0.0,1.0,1.0,0.0,0.0,0.0,0.06565216810364734,0.0833,0.2433,0.6733,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,32.14419963296484,0.0,1.0,0.0050162147747896905,SANEAMIENTO,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,TACNA,36174.08,1.0,95.87659653064495,126.62625286279427,0.8810547848750592,0.0,0.6146170397823494,1.0,0.9603968006584708,0.9877513211154827,0.029830254078579282,1.0,1.0,0.0,1.0,0.0,2.04861844662606,0.07525440567328912,0.0,0.0,1.0,1.0,0.9779933731395541,1.0834298187959939,69.3990452379585,1.859375621453801,0.0,0.0,0.0,0.006256636143568234,0.00582491513493092,0.023923847769658908,0.0,1.0,0.0,0.046609508220693534,-0.001554165343440442,0.02340637983416297,0.9822671638268781,1.0,1.0,0.007616670840048182,0.3222179934617758,0.0,0.0,0.039707677181278905,0.9532303040582593,0.004520485879643801,0.0328114907257352,0.036940952161010114,0.0,0.2733,0.41,0.3167,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.0013656555876786613,1.0,0.019149183105857746,TRANSPORTE,GOBIERNO NACIONAL,Obra,Licitación Pública,MULTIDEPARTAMENTAL,628320436.6316564,1.0,94.46627600184668,203.62078779310914,0.9153308845035071,0.0,0.10569058321045649,1.0,1.0,0.942139408299218,0.03085011107277815,1.0,1.0,0.06433338835792293,1.0,0.03276308868020563,3.986977493539191,0.003484320557491289,32451575.015927028,0.06137883528242629,0.015585338203652379,1.0,0.0,0.9082898716359374,25.342189630387317,0.8764476348278609,0.9990229852784784,0.9074329067987305,0.9825040369838415,0.9500779485806683,-0.10800454116296386,-0.2534217269036581,0.11700007599526847,3.1705664766580077,1.0,3.0308050246193,-0.11157539398318285,0.8865979833138713,0.005406020127668896,0.002851735179231199,0.0,0.0,0.0,0.05152128635860269,0.0,0.0,0.0187299205272793,0.0006602389399307976,0.0,1.0,0.0070938707336360525,0.2167,0.1067,0.6767,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.0,0.0,0.0,SANEAMIENTO,GOBIERNO NACIONAL,Consultoría de Obra,Convenio,LA LIBERTAD,50493280.13649151,1.0,20.197976270712548,10.14727453247403,1.0092021108261309,0.011926531289707054,0.9571496070654966,0.05184200092665017,0.01873638924691304,0.008364841957513478,0.0,1.0,1.0,0.9180829400135603,1.0,1.0,1.0780759543563394,1.0,0.0,0.0,0.947093837326744,1.0,1.0,0.9307983493657285,0.0,0.06639225395897959,0.04539123222426817,0.0,0.0,0.0,-0.003940533672943037,-0.0002832604232380291,0.0,1.0,0.0794782600172062,0.0,0.0071321893498376004,0.0,0.9971842609149403,1.0,1.0,0.0036102884915766077,0.06235542911377063,0.0,0.0,0.05187061229571715,0.010222058196288868,0.0,0.0118473328697873,0.009164286030537407,0.0,0.9033,0.03,0.0667,0,Bajo Riesgo,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,3.342848180007827,0.003590724140563701,0.015057617798864373,0.0008699740938355329,SALUD,GOBIERNO NACIONAL,Consultoría de Obra,Adjudicación Simplificada-Decreto Legislativo N° 1355,LA LIBERTAD,36174.08,1.0,153.30226170495095,136.83908904341905,0.9334772541937058,0.0,0.9622776834435605,1.0,0.9650821701067075,1.0,0.03802443031663942,1.0,1.0,0.0,1.0,0.02228340919253706,1.104175692994279,0.10541236591846928,0.0,0.017322466344061677,0.9084285668565464,1.0,1.0,1.072877009151482,0.0,0.7670537588451419,0.024512637146867203,0.0,0.0,0.015951093833418636,0.005279407055228223,-0.004406299865409887,0.0,1.0,0.007208862744007715,0.4603770264779302,0.022522703038859702,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01439440560655035,0.044202004836968393,0.0,0.014684639939870485,1.0,0.0,0.12,0.4133,0.4667,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,14.404395979286528,0.0,0.02538061911086131,0.0,TRABAJO,GOBIERNO REGIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,9945012.505276918,1.0,111.989979457084,106.67120864855164,0.9970137366997783,0.0,0.8351073467002323,1.0,0.9742643382206991,1.0,0.0,1.0,1.0,0.05117015808042797,1.0,0.0,1.0,0.026589485579667976,502731.35706770694,0.0018934721354633352,0.0,1.0,0.0545947274493339,1.105262867304525,16.62428742629636,0.0,0.0,0.0,0.0015407347952954703,0.05479753168490293,-0.002206792660782067,0.008311274789764655,0.004656812503899805,1.0,0.02286474550968045,0.0,0.00923692522907226,0.008292496910736096,0.9744721743248744,0.9327337352230286,1.0,0.0,0.0,0.08186561246503707,0.005327189348889605,0.9742930596450033,1.0,0.0,0.0,0.0,1.0,0.04,0.1133,0.8467,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
ESTUDIO DEFINITIVO,0.0,0.0026874281187825875,1.0,0.0,TRANSPORTE,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,PUNO,65270812.86241162,1.0,87.2367556925742,95.77950576640023,0.8897624216970645,0.03615435225562221,0.22560334305901425,0.965883613726381,0.9711148008343626,0.8605965284417638,0.00859706752095682,1.0,1.0,0.05054954520862177,1.0,0.0,1.9998314302465692,0.04242514560572187,0.0,0.0,1.0,1.0,1.0,1.006226366852087,50.368882772367186,1.8364030444257209,0.011665983632672424,0.0,0.0,0.0,0.0005476477806845834,-0.0011610533642472016,0.0004948738594650235,1.193881126057035,0.028933197208177424,0.0,-0.019945770474886545,0.0,1.0,1.0,1.0,0.009538930891925144,0.3010024672015209,0.0,0.0,0.03660412212422972,0.027159961990385735,0.021515683158704176,0.021098440861513156,0.0,0.0,0.0533,0.1467,0.8,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.0,0.0,0.0,TRANSPORTE,GOBIERNO NACIONAL,Obra,Regímen Especial,MULTIDEPARTAMENTAL,36174.08,1.0,41.20855664102899,55.7987735683228,1.0328029299751922,0.0,0.39127832316808253,0.0029352346108360012,0.05733541092946541,0.03521170716168818,0.0,1.0,1.0,0.027486108531475158,1.0,0.06196262554389251,1.8342817920288021,0.27312010473651077,0.0,0.02045858144442262,1.0,1.0,1.0,1.017547562764926,0.0,0.9968896597288363,0.73848520371498,0.5535369050675568,0.9893714650697462,0.5970915064163337,-0.19551827577960548,-0.46316779927447427,0.23169562461440252,6.857347198663083,0.9529345798936049,7.2054206756712365,-0.1914193015619926,0.7359168836872444,0.06599378857249297,0.0,0.05043328668622886,0.018191793725382478,13.336985710782983,6.971709399375859,0.9885599754321062,0.0,0.0,0.0,0.0025743677611479907,0.8990252731644772,0.08305535516811698,0.1733,0.67,0.1567,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,0.0,0.007307798362410122,0.0,0.0,SANEAMIENTO,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,LIMA,46185227.749305256,1.0,188.63769616033684,294.3835686244987,0.8892164047706899,0.0,0.5562247704834823,1.0,1.0,1.0,0.013503066363632382,1.0,1.0,0.028540511665729636,1.0,0.0,3.054680395785453,0.07274380357118396,0.0,0.020560750153224783,1.0,1.0,0.987872096061549,1.0491924109396282,27.08189045569111,2.287637404530479,0.031236895180749694,0.019216846475749044,0.0,0.0056974628559079725,0.0016066959696593975,0.020422224508862004,0.0,1.0,0.0,0.05767439941268367,0.012063564948861774,0.0,1.0,0.987818485066607,1.0,0.0,0.0,0.0,0.006884586831682924,0.07579199009240775,1.0,0.048034405375636566,0.0,0.0,0.04953113070743402,0.0933,0.2733,0.6333,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,0.0,0.013791689458065061,0.0,0.0,TRANSPORTE,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,25007696.966939718,1.0,36.07108879756511,68.95708216252913,0.8966739955508927,0.00033243458651109105,0.4388469011435322,0.9857549230555077,1.0,0.9878094368117785,0.09282625221682579,1.0,1.0,0.0,1.0,0.017448059954741312,2.114600371685955,0.08335484986813187,0.0,0.0,0.9996559656593714,1.0,0.9457957083895339,1.0051505458658978,20.701607591695442,1.7072236597419461,0.012577796789627844,0.001876529377193909,0.0,0.01914871875300066,0.0035784745520510914,0.0013812284173761805,0.006158537179882666,1.4005091721888787,0.0,0.0,0.025502410498121103,0.0,0.9675043523875696,0.9224813124350926,0.9480681976788541,0.014767692989640757,0.0,0.2629211148811881,0.04288978055968359,0.0495013907626552,0.0,0.0,0.0,0.0,0.010910141240072438,0.15,0.2633,0.5867,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,0.0,0.0,1.0,0.0,TRABAJO,GOBIERNO REGIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,36174.08,1.0,44.99719670945441,74.07348936329414,0.9134323564909854,0.007134207538431454,0.4834333705845985,0.9815877276208395,0.9891451038412812,1.0,0.004626690695674921,1.0,1.0,0.05717672809578561,1.0,0.0,1.9758926457476391,0.011901074729110957,4354058.438579807,0.0,1.0,1.0,1.0,0.9204002875397452,48.68104814046992,1.848199763579329,0.39708212737282605,0.3838373350853145,0.3421353701158204,0.37432267814822656,-0.007742969257054658,-0.008256467776853049,0.01209342288234664,7.131460963293704,0.9126105528084292,6.868100258095234,-0.0014512574727766237,0.9806133327855043,0.0,0.0,0.054806880807680126,0.9997982043830292,0.1075673609613023,0.16805568882214572,0.04466085547032382,0.9856274129422051,1.0,0.975564812315623,0.0,0.0,0.0,0.08,0.2133,0.7067,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EJECUCIÓN,0.0,0.0,0.9953350940255484,0.0,TRABAJO,GOBIERNO REGIONAL,Obra,Licitación Pública,MULTIDEPARTAMENTAL,340129634.3469556,1.0,68.92131448191107,96.02574326642959,0.8769104456306838,0.0,0.5270549054123579,0.04481295039342255,0.0,0.025413970894640158,0.0,1.0,1.0,0.0,1.0,0.023442065563181045,2.01250234121474,0.056492906535090676,10105367.051693512,0.029165874340688867,0.0,1.0,0.044227700801972455,1.0288747286026607,0.0,1.4434074025141415,0.0,0.0,0.022703264216826738,0.032780741908818634,0.015651208085733892,0.00580184451885002,0.0,1.0,0.03244743182865624,0.0,0.001606845507051028,0.04311609562260942,0.9948642007755806,0.9648457374098282,0.9981099631353977,0.0,0.3447122121617347,0.0,0.012932240062840892,0.990917474724565,0.9420543049707034,0.005098822312965815,0.06050628913299023,0.9760295718273904,0.9725869414823106,0.0667,0.1933,0.74,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.4463945884579477,0.0,0.0,0.0,TRABAJO,GOBIERNO NACIONAL,Obra,Procedimiento de Contratación para Proceso Abierto,MULTIDEPARTAMENTAL,36174.08,1.0,121.04852209935692,126.86613635137107,1.013269075606872,0.0019392367785272117,0.8558247307121984,1.0,1.0,0.9722573102469935,0.9915532301865745,1.0,1.0,0.0,1.0,0.0,1.9793686939359414,0.08871196941306107,0.0,0.0,0.038200250676715626,1.0,0.022340538640206384,1.0219144457384697,0.0,0.8823430444013891,0.9766224158732122,0.8916124665104587,0.9999701056601977,0.8976963755456979,-0.12283299666135856,-0.10050627141622367,0.0,1.3006397948423658,0.9616776401753558,1.0245803682921313,-0.10477900736046956,0.8947684914564052,0.07289069769185567,0.0,0.06339011650627091,0.0,0.5203342460824087,0.6840753794814058,0.9987554819094709,1.0,1.0,0.015202781421793599,0.016841043833406438,1.0,0.9687845037034069,0.2167,0.2667,0.5167,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,0.0,0.9964136190624873,0.9671403063997023,0.009723387168812585,AGRARIA,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,36174.08,1.0,76.25942072183393,93.9499347579187,0.910882235578958,0.015317977655830206,1.0457576568105713,0.9656851295954095,0.9777323412148095,1.0,0.0,1.0,1.0,0.01615041060070753,1.0,0.04383166345047041,1.0,0.09099236670675265,0.0,0.09084512151793975,0.04143686680407593,1.0,0.07516611949046771,1.0179650308448098,6.445620588569197,0.41882109395699857,0.9379619075166451,0.9123913955827656,1.0,0.8748547308636018,-0.04115705600259116,-0.08042537177655268,0.01355116471584865,8.031136766999385,1.0,8.0,-0.0551090978169505,0.8278499178493128,0.0,0.0015968107153542827,0.020852880640660963,0.009425423475632192,8.400026400119026,8.0,1.0,0.0,8.834088948527406e-05,0.006897191933420015,0.02811721935488308,0.9678112968766627,0.05971023519601013,0.0867,0.1967,0.7167,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,12.14115835438062,0.0,0.0,0.0,TRANSPORTE,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,36174.08,1.0,137.18262824160146,136.44606964204192,0.9236790403015741,0.049421815068661626,1.1851809627847287,0.9894176300192716,0.9960731535549652,0.948704783901891,0.052717928397652436,1.0,1.0,0.0,1.0,0.05738911794878267,1.02175335902595,0.003484320557491289,955520.3789227356,0.03645720621854387,0.0,1.0,0.02513369329095318,0.9260148967919262,4.726740993256593,0.9065427918592961,1.0,0.566470575743075,0.9893049702134981,0.690507862783547,-0.45991953068743724,-0.5482080650254306,0.08442929113351204,7.076839759211769,0.968825216005232,7.145634913579036,-0.4641953795931614,0.5225011581128547,0.05686919556749012,0.0,0.04900394039120191,0.0,0.14717992000251287,0.0,0.07622322322946035,1.0,0.9804540205840366,0.002855356406224453,0.055375090494223705,0.9736249769212567,0.008779810691323959,0.16,0.2433,0.5967,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,0.0,0.0,0.048568785466925314,0.0,SANEAMIENTO,GOBIERNO NACIONAL,Obra,Regímen Especial,ANCASH,,,,,,,,0.9796877162780997,1.0,0.9976832889673357,0.011383690270562831,,,,,,,,,,,,,,,,1.0,0.8305184617686572,1.0,0.9563044349709309,-0.18744909778022686,-0.3780499882470491,0.10570020090472332,9.0,1.0,8.0,-0.19536904187646226,0.831126228201604,0.0045835844761127715,0.006140485229901184,0.0,0.0,0.0,0.38196470225337703,0.021236500594563147,0.0,0.0,0.0,0.0,0.9644497051659338,0.015633330539774632,0.6367,0.12,0.2433,0,Bajo Riesgo,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,0.0,0.006098405764608228,0.0039009025922146128,0.027751027190113964,SALUD,GOBIERNO REGIONAL,Consultoría de Obra,Adjudicación Simplificada - Ley N° 31125,CAJAMARCA,49383633.46116623,1.0,8.84886656133923,31.175750185775165,0.9242508682363391,0.0,0.458380432724828,1.0,0.9835968492926542,0.9936460637549037,0.0,1.0,1.0,0.017936399065258082,1.0,0.006563247020126959,1.9779556561946383,0.041156964975662985,2438748.4828441115,0.0,0.9159542848694321,1.0,1.0,1.0202199287078377,40.56927933825114,1.891307474418776,0.0,0.0,0.0,4.998647852551228e-06,0.010247873124191505,0.004555436160466883,0.0,1.190040668485342,0.0,0.0,-0.017892988753463023,0.0,1.0,1.0,0.9375989583531887,0.0,0.0,0.23862214824344027,0.011036872413653788,0.0,1.0,0.0,0.0,0.00679323197412077,0.05018936264209759,0.1167,0.39,0.4933,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,5.540726459573322,0.0,0.957189028204972,0.9901371191705296,OTROS,GOBIERNO REGIONAL,Consultoría de Obra,Contratación Directa,MULTIDEPARTAMENTAL,13197325.007434886,1.0,73.21286016823251,134.78410563484266,0.997940099120907,0.03848652638551327,0.5020140338987978,0.044666569670018086,0.0,0.0,0.0,1.0,1.0,0.07403742625957405,1.0,0.0,1.9152478268798812,0.290289469383495,3501437.3468037643,0.0,1.0,1.0,1.0,0.9512917675462093,17.92549596420738,0.9315242112837024,0.0,0.019488503766274166,0.0,0.0,-2.376966208505945e-05,-0.0014374028323880482,0.0,1.0,0.07901004376726903,0.12411264291799412,-0.01527222510516999,0.01804985357480833,0.985424983530585,1.0,1.0,0.006942327150487225,0.8382246814417822,1.1081235963901857,1.0,0.9872996138383591,1.0,0.9662111598079269,0.0,0.0,1.0,0.0967,0.6067,0.2967,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,0.0,0.0,1.0,0.004974796826979114,TRABAJO,GOBIERNO NACIONAL,Obra,Regímen Especial,MULTIDEPARTAMENTAL,36174.08,1.0,1.0,26.939000609961372,0.05154695499384349,0.0,19.14662681867013,0.9674607366073209,0.992494594801115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0551937090921832,0.9519469055625736,14649600.237320868,0.0,0.993481919402834,1.0,1.0,0.878664482661362,4.402701505514765,0.0,0.8827404499725098,0.4659318353219048,0.9402791379223324,0.48731688343673174,-0.3919714371719371,-0.4342243233498425,0.029778487478269743,1.6917322934193058,0.9928970868389907,1.6258330384516748,-0.40054139405137357,0.5231013947626676,0.0,0.0,0.04017420135631768,0.0028617467705241554,0.2897280898416164,0.0,0.002034536722657804,1.0,0.9928014604614561,0.012471352420857456,0.0,0.9512968135480644,1.0,0.1633,0.6533,0.1833,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
